id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
797,6,7,8,10,7,4,6,8,6,7,7,6,10,7,10,7,6,9,6,7,5,10,4,6,6,4,8,9,8,3,10,7,MBBS / Doctor
798,9,4,4,2,7,9,10,9,4,8,10,10,3,7,7,5,5,5,7,7,8,2,10,2,2,5,4,6,5,6,9,9,Finance / Banking
799,8,5,3,2,4,7,7,9,5,5,8,10,5,5,9,6,7,6,4,4,5,1,10,5,4,4,5,8,7,7,6,5,Finance / Banking
800,5,4,7,10,4,4,5,2,3,4,8,7,9,8,5,6,4,3,9,4,7,9,2,2,5,1,4,6,9,2,8,4,Pharmacy
801,7,3,1,4,3,7,10,4,4,5,7,7,1,7,5,4,6,3,5,3,8,2,10,1,3,5,3,6,8,6,7,6,Finance / Banking
802,6,3,9,8,7,1,2,2,1,5,6,3,7,7,6,3,3,7,7,6,5,5,2,3,4,1,4,6,8,2,7,5,Pharmacy
803,4,4,4,3,3,2,4,3,7,5,9,5,1,6,6,8,7,8,5,9,3,1,3,8,6,8,2,6,7,3,10,9,Civil Services
804,2,1,2,4,6,1,5,3,5,9,7,5,4,10,8,6,6,6,6,8,4,1,7,8,5,7,6,7,6,7,5,8,Law
805,6,1,3,8,3,7,3,1,3,10,7,6,5,6,7,2,4,10,6,5,2,8,1,9,3,6,8,6,5,2,7,9,Psychology
806,8,3,1,1,6,9,6,4,3,3,8,10,2,10,5,7,3,4,3,5,9,1,6,3,4,5,3,10,6,5,6,4,CA / Accounting
807,2,1,5,2,4,1,3,8,6,4,8,2,4,9,8,7,10,8,5,8,5,2,2,7,4,6,6,6,7,6,8,10,Journalism / Media
808,6,4,1,2,6,8,8,7,4,3,9,9,3,7,4,7,3,6,7,3,5,3,10,4,5,6,3,7,5,2,5,5,CA / Accounting
809,10,3,3,3,7,9,9,7,5,3,8,10,6,9,5,4,6,7,4,4,7,6,10,5,4,6,7,8,9,6,6,8,CA / Accounting
810,8,5,5,5,4,1,4,3,7,7,4,4,6,7,8,6,7,8,5,5,5,4,2,9,6,4,7,9,5,3,6,6,Teaching / Professor
811,5,5,3,8,3,1,7,5,5,10,8,2,7,9,10,6,5,9,7,6,4,7,6,5,2,4,6,8,4,6,10,9,Psychology
812,9,7,3,5,8,2,6,7,8,9,6,3,5,7,7,6,7,7,9,8,5,5,7,7,4,3,9,7,8,6,7,7,Teaching / Professor
813,7,6,4,3,5,6,8,9,5,6,9,4,3,7,8,10,7,8,7,8,9,2,6,6,4,4,8,7,9,7,10,9,Business / Management
814,5,2,7,4,4,4,3,2,1,5,5,6,9,6,4,5,4,6,8,2,7,7,4,4,2,1,4,8,6,3,7,6,Pharmacy
815,2,3,4,4,4,3,5,3,8,2,6,5,3,4,7,8,5,5,6,5,4,1,1,7,9,6,6,10,5,4,8,8,Civil Services
816,5,2,5,3,4,2,5,1,5,6,8,5,6,7,10,6,10,6,8,10,5,3,1,10,4,7,8,6,5,3,7,7,Teaching / Professor
817,4,3,3,8,4,5,6,4,5,8,9,5,6,6,8,6,8,10,9,8,5,4,3,9,5,6,5,7,6,4,8,10,Psychology
818,8,9,6,6,10,3,7,2,4,5,9,6,7,9,7,8,9,5,8,5,9,5,4,5,6,5,7,10,8,6,8,7,Engineering
819,3,4,8,7,4,1,4,4,3,3,5,4,9,7,6,4,6,5,3,3,7,8,1,2,3,4,3,8,8,4,4,9,Dentist
820,4,2,3,7,3,3,5,2,6,10,8,3,9,7,10,6,10,10,8,8,6,8,1,7,4,5,6,6,7,3,5,9,Psychology
821,3,5,5,7,7,5,6,4,5,8,5,4,6,7,8,6,6,9,6,6,4,7,2,9,3,3,6,8,6,3,6,10,Psychology
822,5,1,2,3,4,3,7,4,7,5,7,5,5,8,7,5,4,7,7,7,4,1,1,6,8,7,4,7,7,4,6,7,Civil Services
823,2,4,5,6,4,2,3,5,5,8,7,4,6,7,9,7,8,10,10,5,3,5,6,8,4,7,7,10,8,5,4,7,Psychology
824,7,3,2,3,5,7,7,9,5,2,8,7,2,3,6,6,7,6,6,6,8,3,10,2,3,3,3,6,9,8,9,6,Finance / Banking
825,5,5,7,10,5,1,1,5,3,5,7,3,8,10,7,5,8,8,7,3,4,10,5,3,4,3,5,8,9,8,9,9,Dentist
826,4,2,6,10,6,2,2,3,3,2,5,5,8,7,9,5,4,8,5,4,7,7,1,5,4,1,9,7,7,5,10,7,MBBS / Doctor
827,6,2,1,3,7,7,6,7,3,6,6,8,5,7,7,5,4,5,4,3,7,1,10,3,3,6,4,8,5,3,8,6,CA / Accounting
828,3,5,2,3,5,10,10,4,4,4,7,8,4,7,6,5,4,5,5,3,5,3,10,6,7,5,6,9,6,4,6,7,CA / Accounting
829,3,3,4,3,1,1,4,7,10,7,7,4,4,4,6,9,6,5,6,10,4,3,5,10,5,9,5,6,9,5,5,8,Law
830,5,3,3,1,5,6,2,2,8,7,7,6,1,7,8,10,4,8,9,7,3,3,3,6,7,5,6,8,8,6,8,7,Civil Services
831,3,1,7,7,3,5,2,4,1,4,6,4,9,6,5,6,7,8,10,3,5,7,4,6,4,5,3,7,8,4,4,8,Pharmacy
832,2,4,3,5,2,4,5,4,5,4,9,4,5,6,8,6,8,9,7,9,5,6,3,8,9,6,3,7,7,5,7,10,Civil Services
833,5,3,8,9,4,3,1,4,5,6,8,4,6,6,8,5,8,7,5,4,6,8,2,4,2,1,7,7,8,3,5,10,Dentist
834,6,6,8,6,6,1,6,3,6,7,6,5,3,5,8,3,9,7,8,5,4,3,1,6,6,5,9,8,5,3,7,8,Teaching / Professor
835,2,6,7,8,6,2,3,4,6,6,6,4,9,9,9,7,6,10,4,9,7,10,1,5,4,5,7,9,9,4,7,8,MBBS / Doctor
836,5,3,4,2,4,1,4,4,9,8,5,6,2,6,10,9,8,9,4,8,6,2,4,9,10,8,5,8,9,2,8,7,Civil Services
837,3,2,5,6,6,4,8,6,7,5,9,6,5,10,10,9,7,6,6,9,6,8,4,7,8,9,7,10,10,7,10,7,Law
838,6,1,1,1,6,8,8,6,2,5,6,8,2,5,5,4,2,3,3,2,5,2,8,1,4,3,4,9,6,2,5,4,CA / Accounting
839,5,2,7,9,5,3,1,6,1,1,6,3,7,8,6,4,7,7,4,6,5,10,4,2,1,4,8,9,7,2,8,6,Dentist
840,7,7,5,6,9,5,5,4,4,4,10,9,7,7,8,6,7,7,6,4,8,2,4,3,3,3,4,6,7,6,7,9,Engineering
841,4,5,6,4,4,3,7,10,5,7,10,7,2,7,9,8,10,5,4,6,7,3,4,4,2,4,3,7,8,8,6,8,Business / Management
842,2,3,5,5,4,3,4,4,6,9,5,4,6,6,8,6,8,10,7,7,5,7,1,6,4,3,6,6,7,1,8,10,Psychology
843,5,4,5,2,4,6,8,5,8,4,10,6,4,10,9,8,4,7,6,6,8,3,3,10,10,7,4,9,8,6,6,7,Civil Services
844,3,4,6,5,4,5,9,8,4,5,8,4,5,7,8,9,9,6,7,9,6,5,8,5,5,4,3,6,7,10,7,9,Business / Management
845,4,3,2,4,4,4,6,7,8,5,10,4,3,8,9,7,7,7,5,8,5,1,7,10,7,9,5,7,10,4,9,8,Law
846,10,7,8,4,5,4,4,4,2,7,7,10,7,7,8,6,7,3,6,6,7,3,3,5,6,4,4,10,6,6,7,6,Engineering
847,3,1,3,3,3,1,3,6,3,7,6,2,7,5,6,6,9,9,6,6,4,7,3,4,4,3,6,3,5,1,8,8,Psychology
848,5,4,2,5,7,6,3,9,6,5,6,4,2,8,7,8,10,4,4,9,6,3,7,6,1,5,5,4,8,9,9,10,Business / Management
849,8,8,3,5,4,2,5,3,3,7,10,7,6,6,7,5,4,5,7,6,8,3,7,4,5,3,6,5,6,4,6,8,Engineering
850,6,1,2,4,7,2,7,7,9,6,9,4,3,7,8,8,9,5,5,10,5,4,4,10,6,10,7,5,5,5,7,8,Law
851,4,3,4,3,4,4,6,1,7,4,10,3,4,9,10,5,9,7,4,9,6,3,1,9,5,6,6,8,4,7,9,9,Journalism / Media
852,4,4,9,9,6,3,3,4,5,6,7,4,8,8,8,4,6,9,6,4,5,7,2,5,6,4,8,9,7,7,8,6,MBBS / Doctor
853,4,2,3,4,3,3,7,6,7,2,6,4,1,6,9,8,5,8,5,8,2,3,2,5,6,7,4,5,8,6,5,9,Law
854,2,2,5,3,6,2,4,8,9,7,5,3,3,8,10,7,9,7,6,7,6,2,1,5,4,6,6,4,7,5,9,7,Journalism / Media
855,5,6,2,4,6,5,6,5,7,7,8,4,2,9,10,7,5,6,6,9,6,2,4,7,10,8,5,10,10,4,9,10,Civil Services
856,5,4,4,4,7,3,3,5,7,6,8,3,5,6,10,7,10,8,6,9,5,4,5,8,7,5,4,8,5,9,7,10,Journalism / Media
857,7,4,5,6,6,3,5,5,9,9,10,9,9,8,9,10,8,7,10,10,8,4,6,6,6,6,9,9,8,5,10,8,Teaching / Professor
858,4,4,4,5,2,4,5,6,3,10,8,5,7,7,8,4,7,10,7,5,3,6,4,9,4,4,8,7,7,5,9,7,Psychology
859,9,9,5,5,9,3,6,7,3,3,6,9,8,7,3,5,8,5,6,4,10,4,4,4,4,4,3,7,8,8,7,4,Engineering
860,3,7,5,9,2,2,1,7,4,7,9,6,8,6,10,5,6,9,8,5,5,10,3,2,4,3,7,9,7,4,6,7,Dentist
861,5,3,8,7,6,4,3,3,3,5,6,4,10,8,4,5,4,5,7,2,4,10,1,4,3,4,2,8,8,7,7,6,Pharmacy
862,8,9,4,2,8,3,6,3,5,3,9,9,7,7,8,7,8,7,7,4,7,4,5,7,4,6,5,6,5,6,6,9,Engineering
863,7,2,3,4,4,2,6,4,10,5,5,3,3,9,10,8,7,7,5,9,6,2,4,7,4,10,5,5,4,8,9,7,Law
864,4,4,7,10,8,6,6,2,3,9,10,7,10,8,10,6,4,10,6,4,7,7,4,5,7,5,9,8,6,4,9,9,MBBS / Doctor
865,6,3,7,9,4,1,2,4,4,5,3,5,7,10,6,5,6,8,6,3,7,7,3,6,2,2,5,7,8,3,6,8,Dentist
866,7,7,2,1,6,5,5,9,5,4,5,5,4,9,7,9,10,4,3,8,8,3,10,5,1,5,4,8,9,6,10,10,Business / Management
867,2,3,6,3,5,2,5,4,5,4,6,3,1,6,10,8,9,7,7,7,5,6,4,5,6,8,4,5,9,6,7,10,Journalism / Media
868,4,6,8,8,6,2,3,4,2,4,8,4,10,5,9,6,5,8,4,7,5,8,5,4,3,4,7,10,8,6,10,7,MBBS / Doctor
869,5,1,3,4,3,4,4,3,5,6,5,7,6,9,7,4,6,9,9,7,3,7,5,6,7,5,9,8,9,4,8,9,Psychology
870,3,4,8,7,3,3,4,5,2,6,7,4,9,4,8,4,3,7,6,4,6,9,2,3,5,3,5,6,7,3,4,5,Pharmacy
871,7,3,5,2,3,8,9,6,2,5,10,9,4,9,9,7,4,4,1,2,7,6,8,3,5,7,3,8,7,5,7,6,CA / Accounting
872,3,1,2,2,5,1,3,6,8,8,6,4,5,5,8,7,7,7,4,10,4,3,5,8,4,9,5,6,7,5,5,8,Law
873,5,5,6,2,7,7,10,8,4,4,9,9,2,6,8,5,6,6,4,4,10,2,10,8,5,3,5,7,8,8,9,4,Finance / Banking
874,2,3,10,8,5,2,3,4,6,7,6,7,10,7,4,7,4,4,9,3,8,7,3,4,5,2,5,4,7,1,9,6,Pharmacy
875,5,6,6,9,3,1,3,3,1,4,5,4,6,7,7,6,10,6,7,5,3,10,3,6,5,2,5,6,5,5,6,8,Dentist
876,4,4,7,9,4,4,4,4,5,5,6,5,10,8,7,4,5,6,5,6,10,10,3,4,3,7,5,6,9,4,9,10,MBBS / Doctor
877,8,2,6,2,3,2,5,4,7,5,7,6,7,10,7,6,6,8,10,8,5,5,3,6,5,3,7,7,6,5,7,7,Teaching / Professor
878,8,6,6,5,5,4,6,5,7,7,5,6,8,6,7,4,6,7,9,6,7,4,1,7,6,5,10,10,7,5,6,9,Teaching / Professor
879,7,5,4,5,6,2,7,3,4,2,7,4,4,7,8,5,7,6,8,7,4,4,1,3,3,2,6,7,6,2,7,6,Teaching / Professor
880,7,6,7,8,6,3,3,5,1,4,7,4,9,6,7,8,3,7,5,5,5,9,2,5,4,3,8,7,8,3,10,8,MBBS / Doctor
881,4,5,5,5,5,4,4,7,7,6,10,3,5,8,8,7,8,10,8,10,5,2,4,10,6,10,6,9,8,7,7,10,Law
882,8,6,6,3,8,7,7,10,6,4,9,6,3,9,9,10,9,8,6,9,7,4,8,7,5,5,5,9,6,10,10,10,Business / Management
883,7,7,6,3,6,3,4,6,3,1,8,10,9,10,4,7,5,5,4,3,7,4,4,4,1,3,3,7,8,7,5,1,Engineering
884,5,5,1,3,8,5,9,10,4,4,7,8,6,10,8,10,7,2,4,5,8,1,6,5,5,5,8,8,7,10,10,8,Business / Management
885,7,4,1,3,6,3,9,8,3,5,5,7,5,8,8,8,5,5,3,4,5,1,5,6,4,6,5,7,7,10,6,8,Business / Management
886,4,6,8,7,2,3,2,6,3,5,7,5,9,5,6,4,5,4,6,2,5,10,1,6,1,3,6,6,7,3,6,3,Pharmacy
887,4,8,6,10,5,4,2,8,4,6,8,5,10,7,8,6,5,7,8,6,6,10,5,4,5,3,7,10,5,4,8,9,MBBS / Doctor
888,4,5,8,7,3,4,6,6,4,6,7,8,9,9,10,6,4,10,7,6,7,9,3,7,4,2,7,9,5,6,8,8,Pharmacy
889,5,2,2,4,7,4,5,4,9,4,8,2,1,7,8,10,3,8,5,7,4,1,2,7,8,9,5,9,10,2,7,7,Civil Services
890,8,3,4,3,5,3,5,10,4,5,6,6,2,7,6,10,5,4,1,5,6,4,7,4,4,4,8,5,8,9,7,9,Business / Management
891,7,9,3,5,7,4,5,4,3,3,9,6,7,9,8,6,7,5,4,3,8,3,2,6,4,4,4,7,8,6,8,5,Engineering
892,5,1,7,8,3,1,1,2,3,4,4,3,8,7,3,1,5,6,9,5,4,9,4,2,3,2,4,7,8,5,8,7,Pharmacy
893,5,3,3,1,5,1,6,5,9,5,7,3,1,7,8,7,8,6,9,7,7,3,5,9,1,10,6,6,6,7,6,7,Law
894,6,3,4,7,5,3,5,4,6,2,9,3,6,6,6,8,7,10,7,9,6,5,5,8,8,7,4,10,10,5,7,8,Civil Services
895,6,5,3,4,3,4,3,6,3,5,8,4,4,6,7,6,4,9,9,7,3,2,4,7,3,6,7,8,5,4,7,7,Teaching / Professor
896,3,5,4,5,5,1,4,4,7,6,9,3,5,5,9,7,10,8,7,9,6,2,2,8,6,9,5,6,7,7,8,9,Journalism / Media
897,6,4,2,5,6,1,4,9,5,7,7,5,6,7,10,8,7,9,6,9,7,1,4,8,4,9,4,6,7,8,6,8,Journalism / Media
898,7,5,1,3,4,7,8,10,4,3,8,10,1,9,8,7,5,7,7,4,8,4,10,5,3,8,6,10,8,7,7,9,Finance / Banking
899,4,3,2,2,7,4,1,4,7,8,5,3,5,8,10,7,9,9,7,8,7,4,1,9,6,7,5,8,7,6,7,10,Journalism / Media
900,6,10,4,3,8,3,3,6,6,7,8,8,8,10,2,5,8,4,7,5,8,4,5,5,4,4,6,5,8,6,10,7,Engineering
901,4,4,2,2,6,10,8,5,4,5,8,9,3,5,5,5,4,3,7,4,5,2,10,7,5,4,3,8,10,4,5,7,CA / Accounting
902,2,3,2,4,6,1,6,6,10,7,8,4,1,8,7,6,6,7,8,9,5,2,4,7,6,8,4,9,7,2,8,8,Law
903,9,3,4,3,5,5,7,7,4,4,6,9,2,6,9,6,6,7,5,6,8,1,9,3,5,6,3,6,7,6,7,8,Finance / Banking
904,7,6,8,2,6,5,7,4,3,6,5,5,7,10,6,6,9,8,6,5,10,2,6,3,4,4,4,6,8,8,7,6,Engineering
905,6,1,5,6,4,2,6,3,10,6,9,9,4,10,9,7,6,9,8,8,5,4,2,10,10,7,6,8,8,5,9,8,Civil Services
906,5,3,2,3,3,4,7,6,1,1,8,7,4,5,6,8,4,3,6,6,6,1,10,4,4,4,3,7,8,4,8,6,Finance / Banking
907,7,3,1,3,7,7,8,6,2,2,10,7,4,8,5,6,5,4,4,4,7,1,10,5,1,3,7,7,6,7,4,7,Finance / Banking
908,3,4,9,10,4,1,6,2,4,6,6,7,9,7,7,9,5,9,7,3,7,10,5,2,1,5,6,7,8,4,6,8,MBBS / Doctor
909,4,4,7,10,4,3,4,5,5,7,7,8,10,10,8,7,7,8,6,7,5,10,5,6,4,5,7,10,10,5,8,8,MBBS / Doctor
910,4,2,1,5,7,4,7,5,10,6,8,5,4,9,5,7,9,6,5,10,6,2,3,9,6,6,4,8,10,7,5,8,Law
911,4,3,7,6,4,4,1,4,6,4,7,6,7,7,4,5,8,9,5,2,6,8,4,4,2,5,2,7,6,2,6,6,Pharmacy
912,7,5,4,6,4,4,6,8,9,7,7,7,7,7,6,10,9,9,8,10,7,2,3,8,7,5,10,7,7,4,10,10,Teaching / Professor
913,3,4,7,8,8,2,2,2,2,5,8,6,10,9,7,6,9,7,8,4,5,7,1,8,2,4,5,8,7,4,4,6,Pharmacy
914,7,3,2,4,5,5,6,6,9,6,7,5,2,9,10,7,7,4,5,6,2,1,5,9,9,7,4,9,10,3,10,7,Civil Services
915,5,4,5,5,6,4,3,3,2,5,8,4,6,8,7,6,3,6,5,2,5,7,2,2,5,1,5,5,9,3,6,7,Dentist
916,6,5,5,7,6,2,4,3,6,9,6,6,7,9,10,5,9,9,7,9,6,5,2,9,4,3,9,6,8,2,6,10,Psychology
917,5,7,7,5,4,1,6,6,1,5,5,6,7,8,6,7,3,10,9,9,7,10,4,4,4,4,8,9,9,4,8,6,MBBS / Doctor
918,3,8,8,9,4,2,6,4,4,5,9,5,9,9,7,6,4,8,5,7,5,9,3,4,3,4,10,10,10,3,8,8,MBBS / Doctor
919,7,7,7,7,9,3,4,6,4,8,7,8,10,8,10,8,5,6,8,8,6,10,5,6,4,3,8,10,10,5,9,9,MBBS / Doctor
920,5,4,6,9,5,4,3,1,4,4,8,6,10,8,7,6,6,7,9,5,6,8,2,3,3,6,8,9,7,7,7,6,MBBS / Doctor
921,4,6,8,10,3,1,1,2,2,6,5,5,7,8,5,7,6,4,5,4,4,9,4,5,5,2,7,6,8,4,9,8,Pharmacy
922,1,1,4,4,5,2,3,4,4,10,3,1,6,9,8,7,9,10,4,7,2,6,2,7,6,2,10,8,5,2,9,6,Psychology
923,8,6,7,9,4,1,2,2,2,6,8,5,6,10,2,6,10,9,4,6,6,10,7,5,3,4,5,8,7,6,8,8,Dentist
924,3,4,7,6,3,2,2,4,2,8,6,7,8,8,6,6,5,5,3,6,6,8,1,1,3,2,5,7,6,3,8,5,Dentist
925,5,5,8,8,3,2,3,4,2,4,6,6,8,6,4,2,3,6,5,2,1,7,1,1,4,2,3,8,6,1,7,6,Pharmacy
926,7,1,2,2,2,6,6,5,3,3,10,8,3,6,6,5,2,3,4,2,6,2,9,4,7,3,3,8,6,6,8,9,CA / Accounting
927,5,4,7,7,4,3,2,4,4,6,7,5,8,7,6,2,7,8,6,5,3,10,2,5,3,2,6,9,9,5,7,8,Dentist
928,6,5,3,9,3,1,3,4,3,7,7,5,9,10,5,9,5,7,6,4,4,10,3,2,6,5,5,10,9,2,9,7,MBBS / Doctor
929,1,1,1,3,4,1,6,3,4,5,6,1,1,8,7,4,6,6,5,9,5,2,2,7,5,7,3,2,6,4,3,6,Law
930,4,1,2,4,4,2,3,2,4,10,7,2,5,5,8,5,6,6,6,7,3,7,1,7,4,5,9,9,7,5,4,5,Psychology
931,4,3,7,8,2,1,2,1,6,7,8,3,8,10,6,9,10,6,5,6,5,9,5,4,2,2,6,7,6,5,4,8,Dentist
932,4,5,8,10,3,3,5,6,1,5,5,3,6,10,6,3,6,7,7,4,7,9,2,3,2,2,5,9,6,4,6,9,Dentist
933,7,4,7,7,7,2,2,3,3,5,7,4,6,10,7,6,5,9,6,4,4,10,2,4,3,2,7,7,8,5,8,7,MBBS / Doctor
934,6,4,4,5,4,2,6,5,7,8,8,4,6,4,7,7,6,8,9,7,5,3,2,5,4,5,8,8,6,1,7,8,Teaching / Professor
935,2,3,4,1,5,4,5,4,9,7,9,5,3,8,10,8,8,5,5,9,4,2,4,7,10,10,7,10,9,4,9,6,Law
936,6,5,4,1,4,6,6,4,9,5,7,5,5,8,9,10,9,7,8,8,7,2,8,8,10,7,3,8,7,6,9,8,Civil Services
937,5,4,7,10,3,3,5,6,3,4,10,7,7,9,6,5,10,6,5,5,5,9,4,1,3,3,1,7,9,5,7,7,Dentist
938,1,4,4,5,7,2,5,4,9,8,5,5,7,7,10,7,9,9,8,9,6,3,6,10,4,7,8,7,7,8,8,7,Journalism / Media
939,7,2,3,4,6,9,9,8,5,4,8,10,4,6,6,7,4,4,6,2,7,1,9,1,4,6,5,8,8,5,5,7,CA / Accounting
940,6,3,4,7,4,4,3,5,3,9,6,6,2,6,8,9,8,9,9,5,4,7,4,6,3,7,9,6,7,2,10,10,Psychology
941,8,1,1,5,7,10,8,6,1,3,6,10,2,7,5,3,2,6,7,6,7,1,10,4,5,5,6,10,7,6,6,7,CA / Accounting
942,5,3,4,3,5,1,6,5,6,8,9,7,4,9,10,7,8,8,3,8,6,4,5,10,10,6,6,10,8,4,6,9,Civil Services
943,5,5,5,7,8,3,3,6,6,5,8,5,7,6,8,8,4,7,9,8,7,2,3,6,2,4,8,8,5,5,6,8,Teaching / Professor
944,6,6,5,5,4,4,4,5,5,6,8,6,5,5,8,8,8,10,10,8,6,3,2,6,5,5,8,8,6,3,6,7,Teaching / Professor
945,8,8,5,4,6,5,5,6,4,4,6,9,6,8,6,6,5,5,8,4,8,4,4,3,4,5,4,6,5,8,7,5,Engineering
946,8,4,2,4,6,9,8,5,5,3,7,10,1,5,6,6,6,5,2,3,5,1,9,5,5,5,3,8,7,6,6,6,Finance / Banking
947,6,2,2,2,7,10,6,5,5,6,8,8,3,8,6,8,6,5,3,5,7,1,9,5,2,4,5,8,9,6,5,5,CA / Accounting
948,5,1,5,6,5,4,4,5,6,6,7,6,6,6,10,5,5,4,7,7,5,2,5,5,3,5,9,10,7,4,7,7,Teaching / Professor
949,4,5,2,6,8,3,6,9,4,6,7,8,5,10,9,7,10,8,5,8,5,1,7,7,5,8,7,6,9,10,8,8,Business / Management
950,6,4,5,4,3,2,4,3,6,7,8,4,3,7,7,6,6,9,6,10,6,4,2,4,5,5,8,9,7,1,8,9,Teaching / Professor
951,7,5,4,3,7,3,7,5,2,5,9,6,8,8,3,6,7,4,6,3,9,3,4,4,2,2,1,7,5,6,7,6,Engineering
952,3,1,3,5,8,4,6,3,10,6,8,4,2,9,8,5,9,7,7,10,4,3,2,7,4,6,7,5,5,8,10,9,Journalism / Media
953,4,4,2,5,6,3,5,5,7,3,5,2,4,6,10,8,7,6,5,7,7,2,3,10,6,4,9,2,4,7,8,10,Journalism / Media
954,7,8,5,5,5,3,5,6,8,6,8,3,7,10,4,8,8,7,9,7,8,5,4,4,3,2,9,9,6,3,7,7,Teaching / Professor
955,7,3,4,4,7,4,7,5,5,6,7,8,9,8,5,7,5,3,6,6,9,5,3,3,5,3,4,4,7,9,6,7,Engineering
956,5,3,8,8,7,3,4,2,7,6,10,6,6,6,10,4,7,7,9,8,5,4,5,7,6,7,9,10,7,4,10,8,Teaching / Professor
957,6,4,5,8,5,6,4,4,3,4,9,5,7,9,8,4,7,6,6,6,6,7,5,4,2,2,4,9,6,5,8,8,Dentist
958,8,4,2,5,5,7,8,8,6,3,9,10,3,8,6,7,6,7,5,5,7,5,9,3,4,4,4,6,8,5,9,7,Finance / Banking
959,4,6,9,6,5,1,4,4,8,6,9,7,9,9,8,6,5,8,5,5,6,10,3,5,4,4,8,9,7,4,8,10,MBBS / Doctor
960,3,1,1,4,4,2,4,3,7,10,7,4,7,5,8,4,10,8,7,7,4,6,2,6,4,6,8,8,9,6,8,8,Psychology
961,4,3,3,1,6,9,7,6,3,7,9,6,6,7,6,4,5,2,3,5,7,1,9,5,5,5,2,6,10,6,6,7,Finance / Banking
962,2,6,3,3,3,2,3,4,3,10,7,3,4,8,8,6,7,10,5,7,3,3,2,9,5,3,7,8,5,4,9,7,Psychology
963,4,1,8,7,4,2,3,3,4,7,6,5,7,5,7,6,5,6,8,2,3,5,3,5,4,1,1,9,6,3,7,4,Pharmacy
964,4,6,7,7,2,3,2,3,3,3,5,3,8,8,6,3,4,6,5,3,4,10,3,3,3,5,4,8,8,2,8,8,Dentist
965,10,8,6,2,7,1,7,6,3,4,7,7,8,8,9,8,9,6,6,6,8,6,5,5,4,7,3,10,7,5,6,4,Engineering
966,6,7,6,2,5,2,6,4,3,5,7,7,5,9,6,7,5,4,4,4,10,3,2,3,1,2,6,4,7,6,6,6,Engineering
967,4,6,8,8,5,4,4,5,3,4,6,7,10,8,10,7,5,6,7,7,8,10,4,8,3,6,7,10,6,5,10,5,MBBS / Doctor
968,6,2,3,2,5,8,7,5,1,6,10,9,3,7,6,6,4,2,6,2,7,1,6,5,4,2,5,7,10,2,5,7,CA / Accounting
969,1,4,2,5,2,3,5,2,5,9,6,3,4,6,8,6,7,8,10,8,3,6,3,8,3,5,9,8,6,4,6,10,Psychology
970,3,4,4,1,3,2,6,4,9,1,8,3,2,5,8,8,7,7,6,8,3,3,4,7,7,10,4,8,6,4,3,9,Law
971,1,2,1,6,6,4,8,7,9,4,7,7,5,6,10,5,10,8,5,9,7,3,5,7,5,9,8,4,8,9,9,10,Journalism / Media
972,10,4,3,1,5,10,7,8,4,4,10,9,1,9,6,6,4,3,8,2,6,2,10,3,6,4,4,9,8,6,5,7,CA / Accounting
973,3,4,5,7,5,5,6,3,1,9,9,4,7,8,8,7,8,10,10,5,4,5,3,6,4,5,9,8,6,4,7,7,Psychology
974,1,1,1,4,4,4,7,5,9,7,6,5,5,9,7,7,4,6,7,9,4,2,3,10,5,10,8,8,9,6,8,8,Civil Services
975,2,1,3,5,5,4,5,5,6,7,6,4,4,7,10,6,9,7,7,8,5,4,4,7,6,7,5,5,10,8,10,10,Journalism / Media
976,6,7,8,9,8,2,5,3,4,5,8,6,10,9,9,4,4,6,9,6,5,10,4,2,4,3,5,9,8,3,6,5,Pharmacy
977,5,5,8,5,5,1,3,4,6,4,6,4,7,6,10,8,4,8,6,6,4,7,2,7,2,5,7,8,9,5,5,7,MBBS / Doctor
978,5,2,3,5,3,3,3,2,3,9,7,2,5,6,4,1,5,6,8,4,3,8,1,6,5,3,7,6,6,4,8,7,Psychology
979,8,8,4,4,6,5,2,3,2,3,8,7,8,8,5,5,8,6,4,3,9,3,2,5,2,5,5,5,6,5,7,5,Engineering
980,4,6,7,6,6,1,1,3,3,3,5,5,8,8,6,4,5,7,9,1,3,8,3,3,3,1,7,6,6,3,8,7,Pharmacy
981,6,2,4,5,6,3,7,3,10,5,8,6,6,7,8,7,6,8,8,9,5,6,1,7,7,7,8,8,7,2,7,6,Teaching / Professor
982,7,6,6,7,6,4,10,7,3,4,7,3,2,7,6,10,8,7,5,7,8,4,7,3,5,3,6,6,6,8,9,9,Business / Management
983,4,1,3,4,3,4,8,8,8,5,9,6,4,8,5,6,8,7,5,6,4,4,5,6,8,9,7,9,7,5,7,9,Civil Services
984,6,6,7,8,4,3,3,5,5,6,6,4,6,8,7,4,9,8,5,8,4,10,2,4,4,5,7,9,5,5,6,8,MBBS / Doctor
985,6,5,6,9,7,4,6,6,5,7,8,5,10,10,9,8,6,8,7,5,6,6,2,6,9,4,7,8,10,4,10,7,MBBS / Doctor
